compound_id,protein_id,molecular_weight,logp,h_bond_donors,h_bond_acceptors,rotatable_bonds,polar_surface_area,compound_clogp,protein_length,protein_pi,hydrophobicity,binding_site_size,mw_ratio,logp_pi_interaction,binding_affinity,active
CID_00010,PID_327,403.65823071875377,1.0886602034465387,0,5,9,100.54443015093119,3.13120086687609,1497,7.878734050771453,0.7440229305838849,16.48447806213534,0.2696447766992343,8.577264214614022,5.029621087300386,0
CID_00011,PID_176,403.4270246429743,2.3559128321506786,2,1,3,52.02952152014548,3.7974196514360816,999,6.36516757636949,0.5640827642123517,13.441896866752913,0.40383085549847275,14.995779971958317,6.3561949663373145,0
CID_00012,PID_495,474.1962271566034,2.3462864753190527,1,6,8,105.44016211554693,2.9216805147734366,602,7.0202563744376745,,18.400129716955476,0.7877013740142914,16.47153258461548,5.847392232751945,0
CID_00013,PID_290,258.6719755342202,2.090145348336703,3,4,3,87.57158416962508,1.1644801545411256,452,5.016508658900307,0.6782126525954608,18.384797094536864,0.5722831317128766,10.48523223829127,5.6300161617621445,0
CID_00014,PID_240,277.5082167486967,4.744212262897623,1,9,8,64.57342187877833,1.5400044007637865,1157,6.435396770531325,0.6046284422496075,14.447798566024684,0.23985152700838092,30.530888275366472,7.028122171696053,1
CID_00015,PID_214,393.77124707590275,,1,4,6,77.59387080990827,3.8902458487926035,861,6.336960072426358,0.8859452622486325,17.155355539808774,0.45734175037851654,20.336957499898514,6.335087421770206,0
CID_00016,PID_222,348.71688796655764,3.103227738034084,6,9,9,93.32902310123596,2.1604472779168766,868,5.545675434912333,0.7430515157279423,18.304467456215004,0.40174756678174844,17.209493835754184,6.295124593034735,0
CID_00017,PID_339,481.4247332595274,0.4942064533898698,3,5,7,82.15488194366246,1.864561583898458,927,6.438707475058569,0.6517206578314219,13.603883321734438,0.5193362818333629,3.182050785663539,5.029405482268586,0
CID_00018,PID_158,359.1975924478789,4.45312704531384,1,2,5,107.15411656722634,2.3934171548930943,1483,4.229449648612499,0.6868101385447005,14.756284057095586,0.24221010954003971,18.834276617029435,11.170882798731965,1
CID_00019,PID_478,308.76962986647084,1.6411124077197912,1,8,2,61.21224207863009,2.4961079278626577,811,7.026330493203358,0.4144576812364414,15.23937407160722,0.380727040525858,11.53099815313595,2.2924131827770435,0
CID_00020,PID_494,596.5648768921554,3.5898989453994923,4,2,4,51.8733085907669,4.223444283652022,1345,6.020608738936229,0.7731725173710496,11.706539525262606,0.4435426593993721,21.613376962570136,6.357755247281158,0
CID_00021,PID_213,427.4223699513464,3.9160654069372876,3,7,4,60.94929839326915,0.7057984629333647,1178,6.191336729811827,0.701189666976717,16.324987534663222,0.36283732593492907,24.245679590316325,6.9356322585060575,0
CID_00022,PID_181,456.7528204687924,5.540987893757976,0,9,2,69.75827334192277,3.490996440989167,878,7.52211896254014,0.6426842177072578,18.06756844679822,0.5202196132901963,41.67997010684223,8.216137502782155,1
CID_00023,PID_313,307.52518137865434,1.5367694013213318,0,3,5,83.35429523318956,4.552863037090133,768,7.018440172949611,0.7065849682754421,14.568341951346456,0.40042341325345615,10.785724102793358,5.571430116072559,0
CID_00024,PID_356,395.5617275474817,-1.029268233731238,3,3,8,71.71368868351821,3.9343916699932375,742,6.117992973126666,0.7187849243842807,16.019550163056802,0.5331020586893285,-6.297055821430209,4.267684073473866,0
CID_00025,PID_423,461.0922589709866,3.7757743171305425,3,6,6,50.32136834179994,5.588546901570279,718,5.1600967650655605,0.6083627482663752,19.195742387754528,0.6421897757256081,19.483360839442938,5.947246500999905,0
CID_00026,PID_108,334.90064225776973,6.200766772266281,4,7,6,,2.251235402148583,211,8.094393685745109,0.6880162041161751,13.784544375591157,1.5872068353448803,50.191447408210266,8.159584935151093,1
CID_00027,PID_102,487.5698018345672,5.358419529409156,2,2,8,48.04030905332596,3.870615362329308,209,4.891853597686778,0.7548724541486701,16.08079499288101,2.3328698652371638,26.21260385285527,7.090076314240112,1
CID_00028,PID_364,389.9361310081195,3.8144891229119384,1,9,10,72.79127350620566,2.6967993324510435,356,7.255240283121381,0.6954897743202215,13.29056339499098,1.0953262106969648,27.67503514407904,6.850492625945496,0
CID_00029,PID_437,420.8306250206723,2.7625457215519287,4,5,6,59.722475983177695,2.1773347355682544,1211,4.583127266952362,0.6247394012762661,13.208681102791758,0.3475067093482017,12.66109862264723,5.865272031860298,0
CID_00030,PID_424,389.8293387770603,4.710683894955966,2,5,6,70.40473844968002,0.13592619833832886,924,7.6014479637741506,0.6796650761657868,16.02567978441836,0.4218932237846973,35.80801850129671,7.41057029629434,1
CID_00031,PID_377,635.2278184508938,2.039680700443297,1,3,4,113.18776735883023,2.242282102187629,340,7.712721023460283,0.7882239063622635,15.724108701939862,1.868317113090864,15.73148821945521,6.17789317855928,0
CID_00032,PID_200,448.6502775262066,4.214536654034329,2,6,11,50.758213120849504,4.07810271581851,838,4.204866988173839,0.7283975941015451,16.665209518583094,0.5353821927520365,17.721566046997577,6.309234154334105,0
CID_00033,PID_217,344.22890710441,4.25820523874994,2,6,4,87.49002733866806,0.7412039837284738,336,7.039202063225522,0.5336932845727957,15.228476248873347,1.024490794953601,29.974367102246305,2.818212973065478,0
CID_00034,PID_179,532.2544912103189,5.09031486124832,2,4,6,50.38005367221866,5.317170785488226,890,6.939804377299826,0.7086683814212422,16.395428451897462,0.5980387541688976,35.325789355925444,13.27583256081832,1
CID_00035,PID_232,327.9156350028978,7.639490058366617,1,6,3,46.626738540631024,3.291766056161156,642,7.343659165623231,0.6954157905191857,19.996556916214107,0.5107720171384701,56.101811187811556,8.8455277663161,1
CID_00036,PID_138,470.8863595004755,4.0886239507681506,0,8,9,89.28229703295517,1.4734505022979856,1490,6.938288330021982,0.766411352371157,18.179731215916732,0.3160311137587084,28.36805184346303,7.19493244108723,1
CID_00037,PID_102,254.03298761202245,2.736554561438752,3,4,3,96.87340830684325,3.074364724018704,875,5.345221168651733,0.6532819512929802,16.015145096233464,0.29032341441373993,14.627489370972876,6.293943391605643,0
CID_00038,PID_125,317.1813951101569,3.4616385317120084,4,6,8,99.72578015825549,3.624125101468705,476,6.239320439036155,,16.514720995010013,0.6663474687188171,21.59827204346584,6.547569943445968,0
CID_00039,PID_363,469.68612358691234,0.8463861426663226,6,4,14,107.77409412142647,2.2133414950441392,1132,8.497575843720764,0.5131835185543058,14.103293959487392,0.4149170703064597,7.192230440381339,5.270408102536306,0
CID_00040,PID_151,523.8466579995411,2.4579303033664126,4,9,5,75.56803809280503,2.051254285401372,1316,5.170623828860512,0.5805405593008712,14.522432726586214,0.3980597705163686,12.70903299626472,5.622318225310591,0
CID_00041,PID_296,467.1368281189971,2.8860763428303438,2,5,5,86.87420316653024,5.169003776356076,840,6.887429550021407,0.7707945569752295,16.477382792014396,0.5561152715702347,19.877647487227424,6.617328421806263,0
CID_00042,PID_489,438.4351717611759,2.7138674030981114,1,7,7,70.36618314791394,2.3921391561695624,1359,7.88150464874606,0.669795648669918,15.262950674147577,0.3226160204276497,21.38935855359816,6.924883502765325,0
CID_00043,PID_481,419.8896304410711,3.7285323080505828,4,2,5,112.32349906274587,2.62764632598954,310,5.311096629367226,0.6400212186573023,17.379056028694556,1.3544826788421649,19.802595373774253,6.079888858549092,0
CID_00044,PID_254,302.1478009632573,2.2663701014266993,2,4,5,57.217084412247125,4.388055374680672,1267,4.799856023461024,0.7795623782592556,18.801219010338077,0.23847498102861664,10.878250182724916,5.740158792718207,0
CID_00045,PID_476,378.0155791605291,5.181546000986707,3,4,4,92.52028969857818,2.7125741123091407,1090,4.9806771996186505,0.7589602467345986,14.694702117018707,0.3468032836335129,25.80760802588969,7.014671059591679,1
CID_00046,PID_313,403.93612290402126,3.5003105973772954,2,7,11,53.369458482243715,3.7174335207133664,410,6.973965633891679,0.576425444637199,8.972350382648989,0.9852100558634664,24.411045814056113,6.765642055475305,0
CID_00047,PID_155,555.7122226218916,3.4860495182920785,3,3,5,82.74977341426965,2.233845850305737,542,4.970475472409968,0.7700996333626334,21.102566777371834,1.0252993037304272,17.32732362627736,5.870033576779255,0
CID_00048,PID_142,484.3618289568461,,0,4,10,39.839103588284175,1.962729501255248,560,6.337567951241509,0.4841418969320863,13.042516700786244,0.8649318374229396,19.064405259214748,6.600168969231246,0
CID_00049,PID_126,273.69598446372663,3.7327860257884686,2,3,9,85.66486561360774,3.2570550210283784,610,8.145525675563864,0.6959544941900423,15.58548510929604,0.44868194174381415,30.405504414445964,7.211132121600966,1
CID_00050,PID_144,482.40839693947953,4.737647397001452,2,3,8,129.3529204289984,1.6228127509364718,958,6.438430250709643,0.6841308397393867,17.18247686018092,0.5035578256153231,30.503012318049944,7.435003651243307,1
CID_00051,PID_401,411.49177195836836,2.1993046764336492,2,2,6,,3.288563163067433,707,5.566624654207036,0.7649781912638456,19.22692061652925,0.5820251371405493,12.24270363394838,5.462625760833839,0
CID_00052,PID_468,382.30779996940413,2.512825266387115,3,10,4,73.94150836852283,1.6987547941730279,431,6.650491607256063,0.6881011676245506,20.41810262571038,0.8870250579336523,16.711523344608487,5.691425908152446,0
CID_00053,PID_132,511.1676288840868,3.044410956835003,2,3,8,101.66757621827793,3.277105148605247,1003,6.417592575118009,0.625543980119699,13.90838058669762,0.5096387127458493,19.53778915219223,6.854947941986599,0
CID_00054,PID_226,553.099952249595,1.4811936147901776,2,2,6,81.11512713820585,4.282045031500447,1393,7.043189166563891,0.6334437258949919,18.569069300828783,0.39705667785326276,10.432326821273788,5.801114924555031,0
CID_00055,PID_194,543.1280119116199,2.271113210417753,3,6,6,110.55302647901777,0.4078573221148418,433,8.442973464582623,0.9193248986743285,15.593939740124593,1.2543372099575516,19.174948570620142,5.954781070983295,0
CID_00056,PID_383,366.07824767773616,2.7856686896830114,5,4,10,89.83940434497934,2.306599941487298,719,6.976122630604371,0.6582640447981597,23.22961101063713,0.5091491622777972,19.43316638746368,6.5390978202671155,0
CID_00057,PID_449,419.07876241487855,4.811583771069092,3,6,5,101.88814374355867,0.4483413499541906,501,8.940539014119084,0.7097075691947554,18.30133417278012,0.8364845557183205,43.01815242494544,8.074705656223243,1
CID_00058,PID_453,483.1263431403564,3.8938419935028876,0,2,5,,2.448011733512341,299,7.046362284173051,0.44788382400344795,14.467577734763053,1.6158071676934997,27.43742136354795,6.308615150147711,0
CID_00059,PID_208,547.5545127122359,3.7903848670513165,2,4,8,82.29888216574123,3.203493643962714,452,5.5792024487503475,0.5672643101845318,12.620781548415312,1.2114037891863627,21.147324531958965,5.682559732574524,0
CID_00060,PID_180,402.082576215471,4.7763469432519585,3,9,4,52.30428142656482,2.391987895882148,507,9.24596359307432,0.7018768044631125,7.120230826458146,0.7930622805038876,44.161929945199425,8.296741778758154,1
CID_00061,PID_278,431.4341023336183,,2,10,6,70.12649496377429,0.23088237053591243,993,6.35021837918574,0.4885477476478609,17.024027789640414,0.4344754303460406,20.917253043936896,6.913324826315227,0
CID_00062,PID_291,339.36650259939717,4.0856972748933345,3,5,10,90.80183651176948,3.8785828262041355,1002,5.234129321730794,0.7049398833667251,18.02534627397226,0.33868912435069576,21.385067906234802,7.002144512742598,1
CID_00063,PID_134,330.37933759193294,3.3451673706012555,2,2,6,74.25898433170619,1.0483210081871823,586,9.288474396355921,0.5774874645582264,17.236381333199873,0.5637872655152439,31.07150147335502,7.59006615077306,1
CID_00064,PID_361,531.2525822394198,3.8980435240994424,0,3,4,60.395202255436445,3.8027474134625816,1346,5.620259736583424,0.5466148690044524,7.93975665789237,0.394689882793031,21.908017069945856,6.7792714337083275,0
CID_00065,PID_320,585.6240028570824,2.625862013582627,2,7,11,111.35398650392759,1.9038520227952827,331,5.573132681556926,0.5771163746371774,11.225967030931603,1.7692568062147502,14.634277405156215,5.739817144208291,0
CID_00066,PID_285,442.7989878419666,-0.15822573741464385,1,6,5,105.18049993351437,1.755595024738495,1459,5.83823539034671,0.8027538858144362,16.44247043369036,0.30349485115967556,-0.9237590998378792,4.906803555482724,0
CID_00067,PID_227,550.3532897892024,3.298581256720544,2,4,9,45.70253950249529,2.8130119068133586,420,6.697551695986646,0.6833417921490279,20.356571206442375,1.3103649756885773,22.092418490298442,5.773082706992331,0
CID_00068,PID_369,486.1636025047634,5.63412220414991,2,2,6,99.06166962985337,4.079490737424615,261,7.617033676938664,0.5589563622249075,14.833338591831891,1.8626957950374077,42.91529856899776,8.310843072218558,1
CID_00069,PID_300,385.4880245394876,4.889323103362388,4,7,5,84.25458597752043,5.146702595881134,1031,3.3214500635741757,0.7275339852308108,18.27455476977505,0.37389721099853307,16.23964253249769,5.828117556027262,0
CID_00070,PID_411,486.1395605508414,4.948096226886756,0,6,10,85.89587302013382,2.3077893180666136,931,7.611800582373802,0.7329738344091872,11.896779529684508,0.5221692379708286,37.663921741458225,7.574938043586723,1
CID_00071,PID_178,603.8036566465969,5.354196082709327,2,7,2,118.88865767890286,1.2376162693666832,602,5.8345584772044425,0.6118691899197359,15.621384097956971,1.0029961073863736,31.239370142986523,7.414116012003289,1
CID_00072,PID_329,446.41739608900485,3.6329863864421563,0,7,7,83.87238466081298,3.214985579450309,370,6.0045266682078395,0.7459173625095324,14.176019607130488,1.2065335029432565,21.81436364262796,6.755260769027798,0
CID_00073,PID_247,606.4643655814007,3.7959735611083936,0,3,2,97.85493513440957,1.1929597731831154,213,8.558230173105581,0.7506749635598235,18.56276842149272,2.847250542635684,32.4868154669889,6.844515621373463,0
CID_00074,PID_313,188.02548959102558,2.5735221568484747,1,3,3,85.35094861803232,3.6924954926282965,469,6.7559697918428,0.7351331967346733,13.380491007190852,0.4009072272729756,17.386637950306422,6.369255415985663,0
CID_00075,PID_223,532.1902504375224,3.0258907159594255,2,4,8,85.48815343757082,3.3322741926100283,1277,7.037241617438122,0.5826247966760943,20.03103805159482,0.41675039188529556,21.293924076169304,6.530444762534664,0
CID_00076,PID_244,458.7047068238171,4.423656724656713,0,5,7,56.86660821592311,4.425722548982801,1354,6.441727862216524,0.5320948107224178,14.076862549140037,0.33877747919041146,28.495992776102636,6.961485308304455,0
CID_00077,PID_241,420.09926495341324,5.305826655753224,1,2,9,141.347427380633,4.064239680563345,912,7.416371100658803,0.48071326757990374,11.7904110115435,0.4606351589401461,39.349979474833354,7.774931364699171,1
CID_00078,PID_125,459.17607765355024,3.2908305864785006,4,4,5,3.110430277012995,2.9674911092012106,1071,8.441612687545854,0.5844485360852452,11.891078046786246,0.42873583347670424,27.779917231380875,7.64006964935962,1
CID_00079,PID_331,251.2431085399107,2.8247161027228826,3,7,7,61.86073795880838,2.8374120904328795,828,3.5299216603123527,0.6132189041630365,13.132718602956425,0.3034337059660757,9.971026555234596,5.549050287565652,0
CID_00080,PID_259,428.03281121624883,3.500791938284896,4,5,6,67.78117340568079,1.735283496929649,500,7.801541588883492,0.6213563913882328,16.11170198376815,0.8560656224324976,27.311573900557665,6.801848661254705,0
CID_00081,PID_448,485.71125715117466,,2,6,7,102.71031977020294,1.7113322416281913,903,8.356439676650423,0.645279647924846,13.170060074876632,0.5378862205439365,36.78346076420838,7.7398021648704844,1
CID_00082,PID_331,597.7894044741516,1.3342177757996874,2,4,8,44.72567161787079,2.7504775430864026,626,7.101275897480711,0.8232988549210098,12.538567873047084,0.9549351509171752,9.474648533276643,5.428264462647079,0
CID_00083,PID_170,398.1729781726353,0.0557285702941428,2,9,6,75.61024408263594,1.5073695605180497,315,5.6871650927541815,0.6160422826768427,17.66942415460322,1.2640412005480486,0.31693757964594654,4.778317150217101,0
CID_00084,PID_412,369.1506397106812,2.6741947257626246,1,2,7,99.67220034444142,2.478623508731518,435,5.1172730625197875,0.6451225883410326,5.366344168684602,0.8486221602544396,13.68458463407757,6.182792422001672,0
CID_00085,PID_300,399.8242956415463,1.6689313611287622,1,6,9,49.5531857862546,2.235361265156466,212,9.334214824295914,0.46824081610504253,13.71035509069305,1.8859636586865391,15.57816385178045,5.723845320707594,0
CID_00086,PID_367,541.5402117702074,2.7377897035290335,1,4,7,76.5760133449528,3.5110676858843863,1441,5.414019576052563,0.8727971464538041,10.997285556794571,0.37580861330340554,14.82244705002133,5.78043359962793,0
CID_00087,PID_102,482.8751109659685,3.278329521773793,1,3,3,75.79853339646496,2.7730875221014424,267,8.321169885267501,0.5184092599304889,12.394336684968536,1.8085210148538144,27.279536890567496,7.265030904034014,1
CID_00088,PID_452,851.9850368082372,,3,6,4,65.05044337550169,3.99399414624693,942,6.968613589370926,0.5793145295510644,15.731249770767258,0.42146919280604683,19.652378029080456,6.261270066345229,0
CID_00089,PID_242,501.32674331133563,5.678701301706118,2,7,9,80.9186309916816,2.4378732674642962,1036,8.954996967217784,0.7195722046870165,14.384302064894865,0.4839061228873896,50.85275293451397,8.354142007958183,1
CID_00090,PID_236,459.70775493480403,3.99011714690348,2,8,8,69.36174823179742,1.39681308397986,590,6.118087802828161,0.6746192438218175,14.1133021065887,0.7791656863301764,24.411887048325685,7.216461227102128,1
CID_00091,PID_148,546.8644990532889,3.9507115394162424,2,9,7,104.1906597148414,3.4588751468000023,1315,4.570902891659735,,18.568526636892795,0.415866539204022,18.058318799631184,6.5740014983712145,0
CID_00092,PID_271,379.79469061226473,4.433310716065103,0,5,7,93.23437819791637,2.6511681217416205,303,6.502605016635131,0.7220013655727509,14.959145520760739,1.253447823802854,28.82806850258722,7.38173319644435,1
CID_00093,PID_180,417.23378534022316,1.7917503233288463,1,4,8,75.39136489686322,2.4759153064991777,813,4.7162628345195,0.641871594876214,20.418170620820735,0.5132026879953544,8.450365458654135,5.861551874543479,0
CID_00094,PID_255,410.7891846867842,5.058667681130403,4,3,5,81.64715286677078,2.293471277298381,972,9.712472637449116,0.7544083868844359,17.136575334002295,0.42262261799051876,49.13217143492721,9.50276694854981,1
CID_00095,PID_368,303.64850518678816,3.3863535701968104,2,7,5,70.2732780815177,2.7861842730465165,503,7.255397868897051,0.7661307945868373,12.099870835403074,0.6036749606099168,24.56934247653786,6.417792290857263,0
CID_00096,PID_402,479.6120277064576,4.505720925861819,4,4,3,113.4191752413743,2.4755495550395734,578,7.4337565392253495,0.5839841238617862,20.80227591085456,0.8297785946478505,33.4944323965498,7.058179545063853,1
CID_00097,PID_120,476.10552721798894,1.892214150439767,4,8,3,,3.4201779424362266,1398,7.434524339631266,0.7463029386164239,15.834316033473035,0.34056189357509936,14.067712157239145,5.692999164474522,0
CID_00098,PID_149,450.5113456642461,1.1693618509759034,2,8,4,76.50089823917456,3.687922343883921,287,5.667692383252008,0.627773883730159,20.61524357771964,1.5697259430809969,6.627583256041597,4.918748343816784,0
CID_00099,PID_274,426.54128666248533,4.726834487037543,1,1,5,90.96410188989408,2.355510065736405,829,6.341563408979534,0.6396522092414497,14.201713370901723,0.5145250743817676,29.975520623299825,7.157909801156738,1
CID_00100,PID_213,308.46292579495855,4.064614289146275,3,5,9,127.2194945941243,5.199596321361235,824,6.632437557631726,0.6642933283028906,15.81669524222378,0.37434821091621184,26.958300468620333,6.720857475348121,0
CID_00101,PID_360,407.9354677234641,2.146922668463734,3,4,7,62.86340920733349,2.1156051338338,1472,8.832666156103347,0.6119219127659248,16.29634249597522,0.2771300731817012,18.96305119351071,5.961753682488724,0
CID_00102,PID_362,415.72854834732306,,1,3,5,102.1138751265928,2.8216201159860264,565,5.111489841701201,0.6065408852173988,14.49565867734684,0.73580274043774,11.222303437496954,5.189870038564326,0
CID_00103,PID_392,369.7722730778381,5.188152176622154,1,2,8,90.35588771588922,0.8532088900982044,1312,5.625699332294241,0.7484720848248692,18.815759986760657,0.28183862277274246,29.186984235864163,7.093146460364465,1
CID_00104,PID_438,433.8714288333991,1.7158821606990082,4,8,7,74.59665606655899,2.6746344779326447,1076,6.064482672528781,0.4971061094649917,20.79774602551293,0.40322623497527793,10.40593763166038,5.809992558214813,0
CID_00105,PID_353,490.40508568145384,5.964009429883945,1,8,5,61.7593606443871,2.5557215328923437,931,5.6916240090672305,0.5438373054540813,8.119721164150494,0.5267508976170289,33.94489926143083,7.412680135381471,1
CID_00106,PID_166,638.618590121053,2.149068898028197,4,3,6,101.47929431684442,2.7404613991278133,1198,4.749288254578939,0.7174733983110492,17.44445512497453,0.5330706094499608,10.20654767568622,5.753296812268287,0
CID_00107,PID_202,467.4577812831839,4.457587888412575,0,4,5,87.26962480310102,3.972365391866705,655,3.2543545754900896,0.6427100540840844,12.316488570446445,0.7136760019590594,14.50657154030467,5.464301678518924,0
CID_00108,PID_454,475.7550390722764,3.007072286376523,3,12,6,116.09501786099035,4.815306556268509,614,4.30778664119452,0.7491512652022784,7.221574638390678,0.7748453405085935,12.953825824359047,4.759517110400128,0
CID_00109,PID_382,442.55540842338326,4.404781146623515,3,3,4,109.1992380568368,4.129657089891887,654,7.818835919097788,0.6857932278123458,16.55105476939258,0.6766902269470692,34.44026104498468,7.4393548843749455,1
CID_00110,PID_150,258.1228784700959,2.6838289968287112,3,3,5,87.51120709814994,2.6767574441141195,710,6.490137318824935,0.5166295340956348,16.557820492499637,0.3635533499578815,17.41841872966251,6.0491185728910235,0
CID_00111,PID_275,447.3486124550783,3.255810640891559,2,4,8,61.94972031050919,3.036154582995893,1398,7.502646699504883,0.6562834419277587,17.04038152518565,0.31999185440277417,24.42719695909793,6.348705801353124,0
CID_00112,PID_427,456.02302099410264,3.5613787630935816,1,3,3,131.3576779000758,4.627756008652858,1134,5.800983684909966,0.7034547801089217,16.113083633710573,0.40213670281666897,20.6595001004907,6.009571710493135,0
CID_00113,PID_342,696.3242112485286,1.996718816327791,0,4,3,64.51767697431578,1.5986456016489046,408,6.381997207689088,0.6734039658533321,17.625075669851025,1.7066769883542368,12.743053910344223,5.440288552781486,0
CID_00114,PID_280,430.76390352188776,4.611236518130189,2,6,7,100.76380928702318,3.7418736463327305,570,8.43578900115066,0.603172582637255,13.190853595967267,0.7557261465296277,38.89941830134691,7.418568995950821,1
CID_00115,PID_310,480.15473423336124,2.730179650292622,2,4,5,35.706366901933215,1.7343674916108003,1002,8.3632671267889,0.6226059679879798,15.790003167464755,0.4791963415502607,22.8332217195203,2.5228964416898103,0
CID_00116,PID_449,446.5288230294757,3.157100126989972,2,3,4,119.26653858461854,4.171736750661235,285,7.630366559110729,0.5939914844239245,17.094498805285706,1.5667678001034235,24.08983123274852,6.022171531488202,0
CID_00117,PID_147,333.1321962380468,2.0084759380872317,3,8,6,29.152701075770153,2.6393742053505864,846,6.7429013447485024,0.517480291839882,19.05886836767813,0.39377328160525626,13.542955103823404,5.144179177464408,0
CID_00118,PID_331,564.2822814515021,-0.34350048819296575,3,2,6,72.16159087838273,1.744425747843251,1020,7.121563313059089,0.5037260435152264,15.1315364182564,0.5532179229916687,-2.4462604747329117,3.7378462994018107,0
CID_00119,PID_365,525.1933032686774,3.2134583560997463,1,3,3,53.446096936831125,2.0107206409499545,1489,6.944765958374471,0.6890020956094369,14.35861330410747,0.35271544880367856,22.316716200095506,7.291465553846819,1
CID_00120,PID_193,529.1031947043047,7.118923132419374,2,7,5,114.88775970546581,2.201239692644824,1443,6.299687847615059,0.5628541634471097,14.834283316447005,0.36666888059896374,44.846993545408054,8.416748217969165,1
CID_00121,PID_492,359.0612545205261,4.676906431847035,1,3,3,61.44569517364877,3.9435326821152286,494,6.014756228671523,0.7075598427452059,11.419220683661734,0.726844644778393,28.130452091865862,7.555621669427894,1
CID_00122,PID_354,590.2794310936099,3.4711094303984082,2,7,5,93.21995910401918,4.407338521904604,705,7.846841534361351,0.590493251254847,17.308872857163877,0.8372757887852623,27.2372456487636,6.8024759505139745,0
CID_00123,PID_185,309.8148937207719,3.1056637561875986,0,5,7,86.67400604473251,2.317694441532029,1386,4.945246941324637,0.5186851413285052,10.628049279604882,0.2235316693512063,15.358274191069505,5.907625679078262,0
CID_00124,PID_194,508.68570938002705,3.5336988392180695,1,2,6,43.873965735510374,1.753055673793581,1350,8.28482993269837,0.6092056364775452,16.172892309112086,0.3768042291703904,29.27609391629535,7.216235085394493,1
CID_00125,PID_145,669.0455625809979,4.320678672762815,1,9,1,105.72429774922065,5.235748699103643,1026,6.169468631902623,0.8594374972418054,15.253722666778362,0.6520911915994131,26.656291540140845,7.147423765301361,1
CID_00126,PID_493,350.9463674869312,1.7287807770367327,2,4,7,79.60045104440447,3.782815112994462,316,4.923135794362781,0.640438922081697,10.347082303748321,1.1105897705282632,8.511022524035841,4.975136289777022,0
CID_00127,PID_135,393.3702270397228,5.171482542003308,1,3,8,117.69110019479314,1.869604518029333,848,5.845394170764066,,10.518161694804611,0.46387998471665426,30.22935390523427,7.0952221847000025,1
CID_00128,PID_109,459.96513650876415,4.573071973161866,1,1,4,95.33737339288304,3.231400008559188,555,5.4507105354904715,0.6668803809924078,12.438925581060714,0.828766011727503,24.926491583669584,6.886103983173989,0
CID_00129,PID_343,399.65243458838006,4.577278588561901,2,2,4,60.99922728796096,2.305290314723823,975,5.80919077747538,0.5094801963833538,13.968174067514191,0.40989993291115906,26.59028456260932,6.284676045031527,0
CID_00130,PID_479,294.93365689338674,,4,6,8,74.97169049717326,1.2577932576457989,1222,5.787255777575402,0.7948963246023171,19.441437844954244,0.24135323804696132,24.061752100643766,7.21651495317404,1
CID_00131,PID_126,456.85629748060273,3.529424986540985,0,10,3,74.25892496557567,2.4279419506817588,1445,5.739566274349732,0.6252178190176065,14.667794501013603,0.3161635276682372,20.257368620597894,6.7433108305077605,0
CID_00132,PID_178,343.7696286273895,4.50929185395023,1,6,4,99.44990613721015,1.1551982568327348,1373,6.1304515182321975,0.5189487435281306,16.639460807015748,0.25037846221951165,27.643995092201266,6.296825399429457,0
